canonical_image_id,run,pattern,image_relative_path,annotation_relative_path,image_sha256,annotation_sha256,width,height,annotation_count,out_of_bounds_count,duplicate_coordinate_record_count,estimated_fingerprint_area_px,estimated_fingerprint_area_fraction,annotation_density_per_100k_estimated_fingerprint_px,inside_estimated_fingerprint_mask_count,within_16px_edge_count,within_5pct_edge_count,nearest_neighbor_median_px,otsu_dark_ridge_threshold
R2/12_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/12_right_loop.jpg,Pore ground truth/Ground truth/R2/12_right_loop.tsv,37fc674a545a0663f68402ebfab373548e025eafd96fd98696a25baf6a6fc362,bf4704932c16dec0a7b87a5b7918b9650688a764125213e9c91db2cdd145bc5f,512,512,384,0,0,262144,1.0,146.484375,384,50,79,16.34002003147822,113.0
R2/12_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/12_whorl.jpg,Pore ground truth/Ground truth/R2/12_whorl.tsv,716699617ffc11b295b0a7c440aee6b99ba132fa3691f5920293da42a1bfaf87,9fcc5603db34f72f9148120a442c698aada0ccb8da9ad8f79505982a37c058e3,512,512,361,0,0,261757,0.9985237121582031,137.91417230484763,361,50,76,15.033296378372908,114.0
R2/13_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/13_right_loop.jpg,Pore ground truth/Ground truth/R2/13_right_loop.tsv,901c21e70328fb7048e47aebd4dce23f6abde596eead44d527d5bb46d0d91553,38438aca6d085928c0461da59fc190b20fddf9e9a4e655c362746bd5c1749650,512,512,403,0,0,262144,1.0,153.7322998046875,403,59,78,16.15549442140351,115.0
R2/13_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/13_whorl.jpg,Pore ground truth/Ground truth/R2/13_whorl.tsv,f044464bcf652bda49a5614ceef1007dab4bb00d3b47559142dc58455de5333f,dcd454340ae809373b1e43e1a9e6130c3e67c3e0d4598f81be6c55c8440aa917,512,512,363,0,0,260767,0.9947471618652344,139.2047306599378,363,37,70,16.1245154965971,134.0
R2/14_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/14_right_loop.jpg,Pore ground truth/Ground truth/R2/14_right_loop.tsv,d97a4ca8170e14ef67b95e6dbf47d9da4335068319d7fbb2f4dde082938686ac,018126a6d29987c1e84c03cf12b075dd1e92914bca2e2912aedff60f44851511,512,512,518,0,2,262144,1.0,197.601318359375,518,64,102,14.317821063276353,112.0
R2/14_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/14_whorl.jpg,Pore ground truth/Ground truth/R2/14_whorl.tsv,aee87d846fabdfc506ce0419d9ae1cdbb47c0d4d3e4aef7f43c8d68db2afde6b,3d28fe65c6a8b06308b03a5c8e7062b3deee8dc95d4ff1e3cde3435f564cfda9,512,512,528,0,0,261084,0.9959564208984375,202.23376384611848,528,56,90,15.297058540778355,108.0
R2/15_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/15_right_loop.jpg,Pore ground truth/Ground truth/R2/15_right_loop.tsv,96321e5cc43ad63656005163f3a176d9b441b741d69f61ba3558c1a814171afb,cf3fac095674a0e8483d096a625951b4de6b8962a3396879df0a67c5bc227729,512,512,336,0,0,262144,1.0,128.173828125,336,34,61,15.731932071670212,117.0
R2/15_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/15_whorl.jpg,Pore ground truth/Ground truth/R2/15_whorl.tsv,2fcadc31a0be10e420815af5312ace9c7728bb6d0d2abef9871fa63e1819a687,591c319304cfb98f66f1be4ac91cfc5699f66f328485aa90a90dae78a79537f7,512,512,400,0,1,261903,0.9990806579589844,152.72830017220116,400,47,76,16.0312195418814,115.0
R2/16_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/16_right_loop.jpg,Pore ground truth/Ground truth/R2/16_right_loop.tsv,6e1e39dfbdbae89975700f15d412e54e715abb2f971082dbda1e8453256b9fd1,c94a39f00ad294ac9fec37f537a699915e258f1b194bf7f27e80bd61d3de161a,512,512,439,0,0,261792,0.9986572265625,167.69038014912604,439,60,82,15.556349186104045,118.0
R2/16_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/16_whorl.jpg,Pore ground truth/Ground truth/R2/16_whorl.tsv,5fbd6025c84f99a3a31d162cbee72fdf7538bcd1b5c2f4131fdcbbbb5174a634,0ba3150f8075a29c8169ea86b232b2637c3424f2f941fe5453722c6a66165f2c,512,512,467,0,1,252078,0.9616012573242188,185.26011790001508,456,52,84,14.142135623730951,117.0
R2/17_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/17_right_loop.jpg,Pore ground truth/Ground truth/R2/17_right_loop.tsv,a924e14d354d66a60ef6d57931739fe88b061adbf2b39ff2696265b004a28cde,da0b81abbba110da7afbac2b1bc13a90f33a9e3cc74e1f97884f368a723ffb55,512,512,362,0,0,259961,0.9916725158691406,139.25165697931612,362,46,65,16.278820596099706,128.0
R2/17_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/17_whorl.jpg,Pore ground truth/Ground truth/R2/17_whorl.tsv,dd78c7377b867a5a17c231e1b2d08b53d91696b00ebbb327550a93ee36f42551,ad76043fc770556620eae2d6e01b7cf713429fe47ed7950dfff31efdaaabb855,512,512,479,0,1,262144,1.0,182.7239990234375,479,66,95,15.620499351813308,108.0
R2/18_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/18_right_loop.jpg,Pore ground truth/Ground truth/R2/18_right_loop.tsv,71813b0828c26b712a2489e8626bce554c5ddf57cbb98bf0b24b890a91ee8cb3,cb9703edd6ff63885f3ece95eb577f606128bbd045c22c1b7ba18710dc9fe715,512,512,466,0,0,261273,0.9966773986816406,178.35750345424137,466,60,88,15.652475842498529,129.0
R2/18_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/18_whorl.jpg,Pore ground truth/Ground truth/R2/18_whorl.tsv,efad236ebf2cde2571de2d1b355ba1830ddba714ab6d912c2678b5932a4759a7,c14cf0f36a8ed60bb2db8213d3d02733640dc81ecaf659d3509db620be88b6cf,512,512,537,0,0,259139,0.9885368347167969,207.22469408309829,530,60,97,15.524174696260024,127.0
R2/19_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/19_right_loop.jpg,Pore ground truth/Ground truth/R2/19_right_loop.tsv,8419300bb888316ee9db1f3a59a914ff2ec8fca55d1dc0c96354f7905b0da523,2da71543878fca30a5ca42c7bdac38100a6e48cf01fe2b6ef2117421ab0b0d9f,512,512,344,0,0,261930,0.9991836547851562,131.33279883938457,344,35,55,14.866068747318506,120.0
R2/19_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/19_whorl.jpg,Pore ground truth/Ground truth/R2/19_whorl.tsv,8579974a42121cfd3ee1e80da4223ba3dda65662d191e7f771614c6bcd28df75,383479d67bc2ed46089d730686751b1afebea85ff8437038e2e7b8591252ddda,512,512,339,0,0,259386,0.9894790649414062,130.69325252712173,339,41,63,16.1245154965971,133.0
R2/1_left_loop,R2,left_loop,Pore ground truth/Fingerprint Images/R2/1_left_loop.jpg,Pore ground truth/Ground truth/R2/1_left_loop.tsv,9d0bbd92f10c7e98bf7399707bc039664df148cba9aa1d251d15d3b7fc3ccd71,9858cc2a86c35463b1fbac2dbba0a124e03ff1dc63940aa619dbfb55e5362013,512,512,450,0,0,262144,1.0,171.661376953125,450,59,79,16.140004959000304,114.0
R2/1_plain_arch,R2,plain_arch,Pore ground truth/Fingerprint Images/R2/1_plain_arch.jpg,Pore ground truth/Ground truth/R2/1_plain_arch.tsv,2a6cbc2599a7facc932325ad6f91b878e28889c6d62f0bfd209381fee8fd2287,5c02babcb37b11265bed79eecff8c62576c97c679338c2f04874fc2c92482c45,512,512,462,0,0,262144,1.0,176.239013671875,462,52,87,17.029386365926403,134.0
R2/1_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/1_right_loop.jpg,Pore ground truth/Ground truth/R2/1_right_loop.tsv,b5e0ff8abea767c3a06a54ff835b9345b8c99343c129ad577b730217f7361616,0e185aa958c10968bed8bc3b789bf178ca42ec8468ed5ccc5d9dc01fa3db1f22,512,512,375,0,1,259486,0.9898605346679688,144.51646716971243,372,50,73,15.264337522473747,116.0
R2/1_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/1_tented_arch.jpg,Pore ground truth/Ground truth/R2/1_tented_arch.tsv,922e388f63895c3df114e2b72839473cbb508edece0c13cef2501981af67b5f9,a10351863c7e33f60b2eb048f2c3b84959f6b670c8a47b738a02e01789bf0cbb,512,512,435,0,0,262144,1.0,165.9393310546875,435,56,84,14.7648230602334,110.0
R2/1_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/1_whorl.jpg,Pore ground truth/Ground truth/R2/1_whorl.tsv,6e061e6be038efc44a44876f92a37d33e5ea900c144c82148e4621acc797d031,e692cb8a798cd12869c40351f0da136e01d4e0e3e69807757f69a493d4e91d2f,512,512,498,0,0,261131,0.9961357116699219,190.70887791951165,496,62,102,15.297058540778355,115.0
R2/20_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/20_right_loop.jpg,Pore ground truth/Ground truth/R2/20_right_loop.tsv,68d9abc760aa05d3357879ed6e3710ec0401fbf4898cbe76062e5a8db2e1c774,edf6d3e2aaf1dcf1163c70d0dff449b7eb4263d36aa340a0b689856eb4ecf8da,512,512,493,0,1,262144,1.0,188.0645751953125,493,65,101,15.0,118.0
R2/20_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/20_whorl.jpg,Pore ground truth/Ground truth/R2/20_whorl.tsv,ece9f40c305e8a030482ffe2bffc1a025028ae5c22c3bbb1f6c05f97cc697e81,eb3d6611d20b8a4f326a93d0d77de1651f08af71665a3623eedd8fca17bcba1b,512,512,321,0,0,262011,0.9994926452636719,122.5139402544168,321,36,60,16.0,119.0
R2/21_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/21_right_loop.jpg,Pore ground truth/Ground truth/R2/21_right_loop.tsv,0994ec9f3fe41565663003a0ccb40995c94770f32a45731173a16f4d11293df2,c2d853d60431f7ff58fc0ab4def809df44d72a4d3bdfb2e2628b87ea455f7f64,512,512,462,0,0,262144,1.0,176.239013671875,462,54,86,16.34002003147822,111.0
R2/21_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/21_whorl.jpg,Pore ground truth/Ground truth/R2/21_whorl.tsv,37b45793ad2e3365b844b09c945d5bf73086efc455b49bddda5f53fe05ba28d0,1fcfbbde39d2b469979c1673a26c965fcd7dc1181184c2726ced087729a7ed69,512,512,472,0,1,259601,0.9902992248535156,181.81748144267547,470,64,92,16.64331697709324,138.0
R2/22_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/22_right_loop.jpg,Pore ground truth/Ground truth/R2/22_right_loop.tsv,aef263d5cfee1870c1e71bf7745b3c8e8d79e05b5ec4b2d282ba92742bb99fba,c973bef3f289819f50d804a30561dd810a3dcdae186cf54681b2e4aa9d2714f7,512,512,411,0,0,262144,1.0,156.7840576171875,411,58,81,15.811388300841896,130.0
R2/22_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/22_whorl.jpg,Pore ground truth/Ground truth/R2/22_whorl.tsv,30490247e27ff140545276282b33c276cee68e4524168520380ceb490f7290d3,bb953a851ae5d9258305332059302f2550cacaa2fe0b64f48667bdc243d9e2b2,512,512,442,0,0,260048,0.99200439453125,169.96862117762873,442,47,75,14.933034373659254,120.0
R2/23_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/23_right_loop.jpg,Pore ground truth/Ground truth/R2/23_right_loop.tsv,fe5461527c3bc911ecdea9c17d44bbd033f278ba2e56d211eeaf5d36a24e0310,79a2fa400a91ec03c74f54d424b20aa4739f056e643e8548ee6ce0fc195032b5,512,512,397,0,0,262144,1.0,151.4434814453125,397,64,89,17.204650534085253,117.0
R2/23_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/23_whorl.jpg,Pore ground truth/Ground truth/R2/23_whorl.tsv,ada7ba2a8a3a0193bcc628e95b0595be75b5004f1c92c9d0f0a7fc70885188f5,799c5b08fa4b3955e5cf177da55bb35eec9f949c9a3aa785cdb8058b2e694ce5,512,512,454,0,0,262144,1.0,173.187255859375,454,55,85,16.492422502470642,107.0
R2/24_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/24_right_loop.jpg,Pore ground truth/Ground truth/R2/24_right_loop.tsv,93189c2abe9043ef8310a94dbb8c5c0bea0f33182d78f23a8b6e1b45040c022d,4e7927fcda0701fbad95ffd39f4d310856a407f305917929d92dd08a6e7f0ce5,512,512,377,0,0,262144,1.0,143.8140869140625,377,42,73,15.652475842498529,112.0
R2/24_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/24_whorl.jpg,Pore ground truth/Ground truth/R2/24_whorl.tsv,cbb2afed40027e7f8ff9f72390d0f05e8be072c3f742cc8e2ade5cc00702ec71,f82b64f6eca45d4f2eb8f191ed9ec91ddb48a4cae1b4509f3168a7ad0504240f,512,512,476,0,0,260988,0.9955902099609375,182.3838643922326,476,39,75,14.560219778561036,134.0
R2/25_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/25_right_loop.jpg,Pore ground truth/Ground truth/R2/25_right_loop.tsv,85c6df0d0675d8e1e03e98b0af616fe0d26d1c007698cccd8a1d588bdd3a71ee,4a9a7b9f8de771fe843cd0f7c578ff24ff6b3c9c18ca34d3b525cee29f4a8563,512,512,380,0,0,262144,1.0,144.95849609375,380,43,67,16.492422502470642,115.0
R2/25_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/25_whorl.jpg,Pore ground truth/Ground truth/R2/25_whorl.tsv,d47c7c10c814a6cf2ed50808cebdeb882993bab4a4fe06b9ff00043f09a031cd,7e452c81fe9441228c3accffd39596f23007313ffd7992504930185c5d440b2d,512,512,314,0,0,260140,0.9923553466796875,120.7042361805182,314,37,61,16.821658488546618,128.0
R2/26_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/26_right_loop.jpg,Pore ground truth/Ground truth/R2/26_right_loop.tsv,1456c98011fe67cc4336706628367f8e010c51962b3a36115f2d184eb057ff5e,9449737576ec681918360a94609c119bda07ebc2841b6f90ce00c0876538196a,512,512,419,0,1,262144,1.0,159.8358154296875,419,55,83,16.0312195418814,114.0
R2/26_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/26_whorl.jpg,Pore ground truth/Ground truth/R2/26_whorl.tsv,8e6e224c0b0c257b67698d4687d60ebe5d465180760c10dc89a955936a51b2ca,3bbfa3111f5f4a60215f5cad31fccee0f17b53a431d1035ce4060f0791a493b7,512,512,521,0,0,262144,1.0,198.7457275390625,521,63,98,14.422205101855956,107.0
R2/27_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/27_right_loop.jpg,Pore ground truth/Ground truth/R2/27_right_loop.tsv,e9fcf6ccf91d673e5c5a4ba6855c0a57a01768ae73a8c2c4ff26a8eee446e20f,b9a37a90952aa1bb7e0f73495e401cebad6a63ab08419fccb56feeb458e0f3b7,512,512,339,0,0,262144,1.0,129.3182373046875,339,37,66,16.15549442140351,115.0
R2/27_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/27_whorl.jpg,Pore ground truth/Ground truth/R2/27_whorl.tsv,67818b2e7a0df37a669c159914e7be1be8da286fbcd35920ae8fd469c90636fa,b05e378e0d64ea65c976743d2c0dba1f9c903124a8e07a360f35bec969ab9833,512,512,348,0,1,259628,0.9904022216796875,134.037931193862,348,44,66,15.811388300841896,127.0
R2/28_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/28_right_loop.jpg,Pore ground truth/Ground truth/R2/28_right_loop.tsv,7122a4aaafc3a064a21d28a4ecf6e9540458184ee42e5aab9e653579eb91a127,f8939d26d39ff5f0d843bed02fe710892258b37fb4d248dc5ee20ab24c2578cb,512,512,490,0,0,261122,0.9961013793945312,187.65174899089314,489,56,85,16.278820596099706,113.0
R2/28_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/28_whorl.jpg,Pore ground truth/Ground truth/R2/28_whorl.tsv,97412b659ad5caf2d8ea0b0f89d9f0ba92e7b560caf8810ef823aaaa483a8585,9d9611f426293f72e90ad797769c211dcff6470d78f0376644f9928f768dc018,512,512,380,0,1,261491,0.9975090026855469,145.32048904168786,380,53,67,15.620499351813308,116.0
R2/29_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/29_right_loop.jpg,Pore ground truth/Ground truth/R2/29_right_loop.tsv,c553badd38218c395482f78e6d3321b3b9018650a27bba859b03c248b6274361,677aacc616bf2968a9586df185f0ead273c4cfc266a919e7fb3ed064c9114174,512,512,411,0,0,261881,0.9989967346191406,156.94151160259813,411,54,78,15.231546211727817,117.0
R2/29_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/29_whorl.jpg,Pore ground truth/Ground truth/R2/29_whorl.tsv,246644c795a89889012e8327b3bb3b5b247d6dd6430187700b99bae81ff478c5,56668681907ce686fdd85372a22959accad6b12a30baf1bb161380513965b746,512,512,463,0,0,261881,0.9989967346191406,176.7978585693502,463,46,74,15.652475842498529,109.0
R2/2_left_loop,R2,left_loop,Pore ground truth/Fingerprint Images/R2/2_left_loop.jpg,Pore ground truth/Ground truth/R2/2_left_loop.tsv,68a04a4dc4b05112327d92b9abc59ea50e61bd67fe19e8926e51988c5353352d,5ca74a4d330680f9e60441e84763611485976ce927440a3ca9b9084d6148b41f,512,512,394,0,0,259978,0.9917373657226562,151.55128510873996,394,54,78,16.97056274847714,139.0
R2/2_plain_arch,R2,plain_arch,Pore ground truth/Fingerprint Images/R2/2_plain_arch.jpg,Pore ground truth/Ground truth/R2/2_plain_arch.tsv,94f5cfa1f022ba042fe5730cf28758ea761cf1a288f3663eb4c773779d40c44c,6cb47d8358a340fc5d7fd4078adc347f75756259c3d1693b7d4cda6fff9584b7,512,512,487,0,0,262144,1.0,185.7757568359375,487,49,82,16.97056274847714,125.0
R2/2_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/2_right_loop.jpg,Pore ground truth/Ground truth/R2/2_right_loop.tsv,8ae9d948cf3670912255a3e377fd01227216083597a267c4644338e976b2ccb9,0d5906b72fe1a0d73078dc39630a9a4252309c009ad83e176f21a882180e9b22,512,512,339,0,0,260041,0.9919776916503906,130.3640579754731,339,39,60,15.132745950421556,132.0
R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,512,512,433,0,0,261603,0.9979362487792969,165.51797953387384,433,48,68,14.866068747318506,117.0
R2/2_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/2_whorl.jpg,Pore ground truth/Ground truth/R2/2_whorl.tsv,4f4c5f490b634ab26f5440f630fc9dbb89ccfd5cfc72f27da21e6537cddad79e,07deaf08f90d9e162db0dea7090e36fb5d1a340695f0a0d3e82ad5d38342dad4,512,512,459,0,0,261648,0.99810791015625,175.42652724270775,459,64,89,16.1245154965971,136.0
R2/30_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/30_right_loop.jpg,Pore ground truth/Ground truth/R2/30_right_loop.tsv,6b4aa6b519e687826c703dd7e79a932d6122fab99a59e437882371ccda589850,38974f2377b79bd86aced907ac38815a771130634898045209e0a3aea46cf94b,512,512,521,0,2,261668,0.9981842041015625,199.10726569546145,519,60,91,14.866068747318506,113.0
R2/30_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/30_whorl.jpg,Pore ground truth/Ground truth/R2/30_whorl.tsv,f647b0076966a90d840c8d0f33c528edfd2168e6ed815511a29d8abc72f37e39,6c94acd261ba6fec3511f7da820d7e9fa3b45ce458981b0f812172633ca8d492,512,512,382,0,1,254996,0.9727325439453125,149.80627147092505,378,45,73,15.297058540778355,132.0
R2/31_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/31_right_loop.jpg,Pore ground truth/Ground truth/R2/31_right_loop.tsv,984104f9c7f9123f9744d148c9d4b43add2f4b8e6a2c364adf9d842a532611a2,d59aabf4a5ed09e4d4cedd16ad21f7148ca6b19efde8c582dbec66a48683367a,512,512,388,0,2,260112,0.99224853515625,149.16651288675646,387,54,69,14.933034373659254,143.0
R2/31_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/31_whorl.jpg,Pore ground truth/Ground truth/R2/31_whorl.tsv,967b5066b68d948559ff2775fe3e51854090919059fe739cf6010b18b8fb6229,f0b4be03eea51f802e7efaa59d3a4af8677893cf1012d0e80a2283ab9d391448,512,512,396,0,0,262144,1.0,151.06201171875,396,52,76,14.422205101855956,114.0
R2/32_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/32_right_loop.jpg,Pore ground truth/Ground truth/R2/32_right_loop.tsv,9f0223ed03d42c590ba9cce103a6965f42702ad47058e3ea618ac413540f4d33,56387ae0e707d37fb46cf14f4bae309c232ed3f2bbeed3b01f5f90d7168cc6cb,512,512,395,0,1,261897,0.9990577697753906,150.8226516531308,395,48,73,14.422205101855956,120.0
R2/32_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/32_whorl.jpg,Pore ground truth/Ground truth/R2/32_whorl.tsv,130f6d657ea18e112cee25e3aa3c20e9f2caf33bfc514bf56ae9285dbbbe9f32,7d8c6f06ee21a469c7e860bb2aad4c06872210dc05cbb611340cbb1ff141a3a6,512,512,408,0,0,260716,0.9945526123046875,156.49212169563816,408,56,77,15.132745950421556,125.0
R2/33_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/33_right_loop.jpg,Pore ground truth/Ground truth/R2/33_right_loop.tsv,e9e674d6327d82aadcf2b7c24187d0d1c9943cd53ae1d3482161f0ac84f6bef7,fbfbbce890a5757f4ae9164154003fed059fbdbeb50c12b9fc2ca3ed92335cca,512,512,360,0,0,262144,1.0,137.3291015625,360,53,73,15.297058540778355,116.0
R2/33_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/33_whorl.jpg,Pore ground truth/Ground truth/R2/33_whorl.tsv,f95548c6a2bc90337bcb28aa82737b0182abea38a181ecdc5e2e250d33c3e31e,b008d475597e0361f1102465634d9dfb1d0bcaa44c9e5ed8e92fd73b2d41c593,512,512,429,0,0,261660,0.9981536865234375,163.95322173813344,429,49,75,16.0312195418814,130.0
R2/34_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/34_right_loop.jpg,Pore ground truth/Ground truth/R2/34_right_loop.tsv,a2136b09bd7c84a1cc43872a40ef3ec5faf4ce4a9b92f2bb068143c24903e8de,3e1dbfafc29751277445ce630c6140355d6f3c986e4cbb8b7de8a19b564a0594,512,512,403,0,0,261459,0.9973869323730469,154.13506515361874,403,43,75,15.0,136.0
R2/34_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/34_whorl.jpg,Pore ground truth/Ground truth/R2/34_whorl.tsv,c8547d02c5acd31d9e5e3c3c1b23c87b283f946095a6c410da71af4029c45efa,f8a6e7204b4a9e534a43f0a48b30427e38e5d6891ea295ca99af54c3b4484ef5,512,512,477,0,0,262144,1.0,181.9610595703125,477,58,88,15.556349186104045,111.0
R2/35_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/35_right_loop.jpg,Pore ground truth/Ground truth/R2/35_right_loop.tsv,090be3405cbf661ea2631e96573fba116b4c54666a35fd62ed9140c3fbdb1b9c,1f239372022a4c6958a7e9c3c118ae06739fca6165528599783f6ccbe530fe05,512,512,466,0,0,262144,1.0,177.764892578125,466,60,97,15.524174696260024,109.0
R2/35_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/35_whorl.jpg,Pore ground truth/Ground truth/R2/35_whorl.tsv,d1b9e6612f88b29412c0bc17c4bc6b8c746c7273ee2d69a1672ac3030c5cef3e,7acaacf01df218cc2418b6e985eb2169ca1c5242082351d7a2172b8d4e25b708,512,512,336,0,0,261216,0.9964599609375,128.62918044836456,336,40,61,16.881527307120106,126.0
R2/36_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/36_right_loop.jpg,Pore ground truth/Ground truth/R2/36_right_loop.tsv,adad2bd8dd623a1318f4a0c2b9e8c52c482da14d591eae5f81a21fcda30110b9,6c72514522ba7f58c9a025635b324de844ed8d3fbe79428a499cf23972d4c346,512,512,390,0,0,262144,1.0,148.773193359375,390,51,68,15.264337522473747,120.0
R2/36_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/36_whorl.jpg,Pore ground truth/Ground truth/R2/36_whorl.tsv,ce366e80ac86a584008844c26967343fc2cc1dbe23609315b5dd742eceb52b49,da4c11c3a6dc0a71f71831d73006f04aa0e93b35d21d7a68057626ee9d769b74,512,512,488,0,1,262144,1.0,186.1572265625,488,51,96,15.604412514301288,108.0
R2/37_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/37_right_loop.jpg,Pore ground truth/Ground truth/R2/37_right_loop.tsv,45e0fc29a596c5cd9ca2a7bdb509c087ad5bc35ea99e802bee72b124d88be6bb,e222807df4d5c6f3fd4f695e221b64338ec68368ef66fc741c5b5bac4a1953d7,512,512,405,0,0,262144,1.0,154.4952392578125,405,47,71,15.132745950421556,122.0
R2/37_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/37_whorl.jpg,Pore ground truth/Ground truth/R2/37_whorl.tsv,96862fe08d312f328462e05e26676b18f151b18a42f18f9ba87ec51dffde9376,f3cd3e0d7cbfddf7351ccdf37226c6bb39786a45d8db1e7dddb2be5ef305cb08,512,512,398,0,1,262144,1.0,151.824951171875,398,41,72,16.401219466856727,114.0
R2/38_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/38_right_loop.jpg,Pore ground truth/Ground truth/R2/38_right_loop.tsv,172de780308622589f6d727c3312dde66cf6f0861fbfb30bbd63857388d971d9,87f5e985403b3e735323d779cfed08593a122edbe2121cc3f0874e871cf25377,512,512,307,0,0,255414,0.9743270874023438,120.19701347616028,300,36,52,15.811388300841896,119.0
R2/38_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/38_whorl.jpg,Pore ground truth/Ground truth/R2/38_whorl.tsv,c70d5667f0c1add59aaee451b768b18b8110c461ab9354e63d0614d5085bd085,7238349642a689fb416dd136680f6e4cb8c69c26254d6b37b1740193ea91aa74,512,512,379,0,1,261804,0.9987030029296875,144.76478587034575,379,44,73,15.231546211727817,116.0
R2/39_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/39_right_loop.jpg,Pore ground truth/Ground truth/R2/39_right_loop.tsv,15e04ba12efcdffe9ac50acc42be496a6fc06d18e832976c990a4ba3ba89ae5e,fc0de609e648cf0d71bc8663d38e809d3df226adc1a90fdaee39b63d14b59d11,512,512,384,0,0,261598,0.9979171752929688,146.79011307425898,384,46,67,17.23366351785866,115.0
R2/39_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/39_whorl.jpg,Pore ground truth/Ground truth/R2/39_whorl.tsv,f50d88e453d5c59b65346bca0ad7e1aa453e461f04d5e9b8908b8213c39d154c,c97a7d7c2b13e0a4b4062e5bd675e0664810c3ae6d52c0c06f4d7a4954af7b18,512,512,354,0,0,262144,1.0,135.040283203125,354,40,63,14.866068747318506,118.0
